0.0000000000,23.8031039238
1.0000000000,23.8296411037
1.0000000000,23.8641641140
1.0000000000,23.8989899158
1.0000000000,23.9357879162
1.0000000000,23.9687640667
1.0000000000,24.0022950172
1.0000000000,24.0363380909
1.0000000000,24.0706601143
1.0000000000,24.1033649445
1.0000000000,24.1404929161
1.0000000000,24.1755740643
1.0000000000,24.2095649242
1.0000000000,24.2439401150
1.0000000000,24.2783110142
1.0000000000,24.3126120567
1.0000000000,24.3491249084
1.0000000000,24.3826949596
1.0000000000,24.4170501232
1.0000000000,24.4513709545
1.0000000000,24.4856350422
1.0000000000,24.5194189548
1.0000000000,24.5536460876
1.0000000000,24.5910120010
1.0000000000,24.6239399910
1.0000000000,24.6580889225
1.0000000000,24.6924569607
1.0000000000,24.7284610271
1.0000000000,24.7626190186
1.0000000000,24.7957170010
1.0000000000,24.8339829445
1.0000000000,24.8667819500
1.0000000000,24.8999049664
1.0000000000,24.9347209930
1.0000000000,24.9688069820
1.0000000000,25.0031769276
1.0000000000,25.0383710861
1.0000000000,25.0726311207
1.0000000000,25.1070981026
1.0000000000,25.1415190697
1.0000000000,25.1757419109
1.0000000000,25.2099571228
1.0000000000,25.2443850040
1.0000000000,25.2799100876
1.0000000000,25.3139169216
1.0000000000,25.3484730721
1.0000000000,25.3825740814
1.0000000000,25.4185650349
1.0000000000,25.4516839981
1.0000000000,25.4850499630
1.0000000000,25.5218639374
1.0000000000,25.5558679104
1.0000000000,25.5905849934
1.0000000000,25.6248180866
1.0000000000,25.6594920158
1.0000000000,25.6931741238
1.0000000000,25.7286479473
1.0000000000,25.7680120468
1.0000000000,25.7971570492
1.0000000000,25.8314280510
1.0000000000,25.8659579754
1.0000000000,25.9006080627
1.0000000000,25.9343469143
1.0000000000,25.9700560570
1.0000000000,26.0041499138
1.0000000000,26.0383660793
1.0000000000,26.0733981133
1.0000000000,26.1082360744
1.0000000000,26.1430869102
1.0000000000,26.1743230820
1.0000000000,26.2125759125
1.0000000000,26.2458920479
1.0000000000,26.2800989151
1.0000000000,26.3246569633
1.0000000000,26.3666570187
1.0000000000,26.3976030350
1.0000000000,26.4285800457
1.0000000000,26.4590849876
1.0000000000,26.4892439842
1.0000000000,26.5222749710
1.0000000000,26.5557880402
1.0000000000,26.5928070545
1.0000000000,26.6296739578
1.0000000000,26.6675660610
1.0000000000,26.6983220577
1.0000000000,26.7286779881
1.0000000000,26.7631280422
1.0000000000,26.7981140614
1.0000000000,26.8323330879
1.0000000000,26.8660500050
1.0000000000,26.9020271301
1.0000000000,26.9358460903
1.0000000000,26.9709630013
1.0000000000,27.0051150322
1.0000000000,27.0402090549
1.0000000000,27.0745890141
1.0000000000,27.1093969345
1.0000000000,27.1450190544
1.0000000000,27.1782040596
1.0000000000,27.2141420841
1.0000000000,27.2476470470
1.0000000000,27.2813520432
1.0000000000,27.3155910969
1.0000000000,27.3538010120
1.0000000000,27.3871591091
1.0000000000,27.4214739799
1.0000000000,27.4553880692
1.0000000000,27.4897239208
1.0000000000,27.5291969776
1.0000000000,27.5697550774
1.0000000000,27.6089761257
1.0000000000,27.6502408981
1.0000000000,27.6821510792
1.0000000000,27.7140359879
1.0000000000,27.7459111214
1.0000000000,27.7782499790
1.0000000000,27.8108639717
1.0000000000,27.8436729908
1.0000000000,27.8761630058
1.0000000000,27.9077579975
1.0000000000,27.9402611256
1.0000000000,27.9715590477
1.0000000000,28.0055470467
1.0000000000,28.0416018963
1.0000000000,28.0757770538
1.0000000000,28.1098520756
1.0000000000,28.1436889172
1.0000000000,28.1787979603
1.0000000000,28.2149329185
1.0000000000,28.2474169731
1.0000000000,28.2823500633
1.0000000000,28.3179070950
1.0000000000,28.3523509502
1.0000000000,28.3860750198
1.0000000000,28.4207630157
1.0000000000,28.4553771019
1.0000000000,28.4913930893
1.0000000000,28.5242509842
1.0000000000,28.5580809116
1.0000000000,28.5934650898
1.0000000000,28.6268930435
1.0000000000,28.6620950699
1.0000000000,28.6966869831
1.0000000000,28.7321569920
1.0000000000,28.7665669918
1.0000000000,28.8009030819
1.0000000000,28.8351869583
1.0000000000,28.8697419167
1.0000000000,28.9048171043
1.0000000000,28.9370479584
1.0000000000,28.9748289585
1.0000000000,29.0090250969
1.0000000000,29.0425169468
1.0000000000,29.0758569241
1.0000000000,29.1105420589
1.0000000000,29.1447811127
1.0000000000,29.1800220013
1.0000000000,29.2156898975
1.0000000000,29.2489271164
1.0000000000,29.2831950188
1.0000000000,29.3174819946
1.0000000000,29.3533449173
1.0000000000,29.3880670071
1.0000000000,29.4230411053
1.0000000000,29.4569640160
1.0000000000,29.4926900864
1.0000000000,29.5257370472
1.0000000000,29.5600090027
