-0.0130854853,-0.2053910362,1.1513260386,2.8423540592
-0.0132311938,-0.2054757344,1.1548415306,2.8751621246
-0.0132053055,-0.2054575888,1.1531040611,2.9116981030
-0.0131110684,-0.2054567779,1.1507009543,2.9453220367
-0.0131272916,-0.2053375783,1.1532611886,2.9798030853
-0.0132247354,-0.2052216225,1.1533686729,3.0135970116
-0.0131719111,-0.2054593818,1.1500985767,3.0480852127
-0.0131522803,-0.2054608647,1.1536259276,3.0836911201
-0.0131736617,-0.2054259091,1.1533086394,3.1193242073
-0.0131572124,-0.2050557392,1.1507598864,3.1538631916
-0.0132966104,-0.2056459593,1.1530644548,3.1875960827
-0.0132467945,-0.2055099485,1.1540730525,3.2221159935
-0.0131214261,-0.2052105177,1.1488238693,3.2567880154
-0.0132267174,-0.2053848979,1.1543704493,3.2906181812
-0.0132989801,-0.2055303298,1.1525283509,3.3248209953
-0.0131363462,-0.2049349199,1.1510188682,3.3605880737
-0.0131232388,-0.2056307526,1.1528139590,3.3944702148
-0.0131958886,-0.2056694762,1.1550723036,3.4285101891
-0.0131477437,-0.2051518999,1.1484987264,3.4642710686
-0.0131808211,-0.2054266425,1.1564778935,3.4971981049
-0.0131350818,-0.2058034475,1.1511976878,3.5326430798
-0.0131107625,-0.2049018670,1.1521853143,3.5660071373
-0.0132645139,-0.2057010678,1.1532079581,3.6025421619
-0.0131900448,-0.2056163844,1.1536789495,3.6365060806
-0.0130870650,-0.2049379945,1.1486453428,3.6710550785
-0.0132274545,-0.2055263610,1.1556460835,3.7060141563
-0.0132995205,-0.2056312717,1.1503586036,3.7400240898
-0.0131436766,-0.2052411204,1.1528961109,3.7751870155
-0.0132308472,-0.2053936053,1.1524231737,3.8094501495
-0.0132020541,-0.2056099669,1.1523377913,3.8449020386
-0.0131302979,-0.2047637182,1.1498364804,3.8792300224
-0.0132579468,-0.2055004977,1.1557135431,3.9128890038
-0.0131360769,-0.2056054086,1.1492509113,3.9480051994
-0.0129970644,-0.2051117088,1.1526576820,3.9829511642
-0.0131983662,-0.2054842576,1.1537327644,4.0170881748
-0.0131609130,-0.2056099810,1.1524898238,4.0521101952
-0.0128806105,-0.2050130123,1.1510177311,4.0876021385
-0.0128921456,-0.2054225855,1.1548506918,4.1200940609
-0.0129093803,-0.2059778388,1.1523751274,4.1542761326
-0.0127056016,-0.2058015743,1.1512155765,4.1887140274
-0.0124095170,-0.2045930991,1.1531389361,4.2230160236
-0.0120503280,-0.2056645324,1.1544388396,4.2559900284
-0.0112774845,-0.2050844664,1.1538778921,4.2928681374
-0.0110416505,-0.2048028639,1.1530971073,4.3267061710
-0.0108666373,-0.2048412201,1.1512130203,4.3627700806
-0.0105527211,-0.2056468782,1.1533481392,4.3975419998
-0.0099762377,-0.2065553675,1.1551454980,4.4303591251
-0.0090633766,-0.2056347514,1.1490524083,4.4650352001
-0.0085172612,-0.2024363062,1.1539625694,4.4999511242
-0.0071255432,-0.1990494261,1.1482490894,4.5342221260
-0.0068349929,-0.1982042741,1.1349371290,4.5684111118
-0.0079937238,-0.1972121235,1.1423005717,4.6036550999
-0.0063068496,-0.1982578903,1.1395580044,4.6373682022
-0.0062994250,-0.2011678556,1.1244236007,4.6716310978
-0.0061208157,-0.2097309162,1.1426341165,4.7061731815
-0.0023376712,-0.2206823315,1.1203165246,4.7414610386
