-0.0792167440,0.3444792349,1.4592317203,1.7849919796
-0.0781569856,0.3446637640,1.4601087851,1.8200669289
-0.0769689027,0.3440548969,1.4577296579,1.8558888435
-0.0759126945,0.3446832298,1.4611216546,1.8906068802
-0.0746386354,0.3438132241,1.4584921474,1.9257609844
-0.0739997418,0.3441994436,1.4608360299,1.9602298737
-0.0735438789,0.3442971641,1.4621651111,1.9956219196
-0.0728130370,0.3429851531,1.4577674735,2.0312318802
-0.0723254841,0.3427681301,1.4581007458,2.0661377907
-0.0718110155,0.3425301879,1.4582997901,2.1019129753
-0.0711185403,0.3423447390,1.4586543979,2.1368939877
-0.0705416474,0.3418851578,1.4575655522,2.1720018387
-0.0703142476,0.3415818318,1.4572048798,2.2071030140
-0.0701961873,0.3415602728,1.4576833688,2.2421269417
-0.0698269545,0.3410852603,1.4559883302,2.2775039673
-0.0698295675,0.3412329436,1.4561771178,2.3125867844
-0.0702290367,0.3415710937,1.4569198397,2.3476529121
-0.0704000459,0.3415113913,1.4556973587,2.3832418919
-0.0706562126,0.3420549645,1.4558762108,2.4182488918
-0.0711223508,0.3424554018,1.4560702128,2.4535679817
-0.0712280503,0.3428226450,1.4555238479,2.4886980057
-0.0712708076,0.3436186201,1.4566198619,2.5246748924
-0.0712511960,0.3436678586,1.4538016337,2.5591478348
-0.0712459170,0.3444179624,1.4539061832,2.5952708721
-0.0710786240,0.3447659724,1.4522867852,2.6295049191
-0.0710768648,0.3449868333,1.4506377783,2.6651117802
-0.0709314304,0.3458342228,1.4510562484,2.7007329464
-0.0706222871,0.3463480823,1.4504339411,2.7351608276
-0.0703848681,0.3465424024,1.4497964205,2.7692599297
-0.0703037091,0.3467142230,1.4487956269,2.8028547764
-0.0702338749,0.3469247740,1.4482511141,2.8368039131
-0.0699004461,0.3469853160,1.4479893250,2.8708009720
-0.0696405115,0.3469916055,1.4478680728,2.9053728580
-0.0700171758,0.3472269619,1.4490076705,2.9404139519
-0.0705072803,0.3474552354,1.4503269857,2.9745469093
-0.0707141937,0.3475899176,1.4513579709,3.0093219280
-0.0706797858,0.3476318209,1.4524183789,3.0446438789
-0.0705636434,0.3473185246,1.4515032348,3.0782408714
-0.0703540260,0.3472455747,1.4518877497,3.1122839451
-0.0696574663,0.3466468570,1.4508481445,3.1466648579
-0.0687139102,0.3469674304,1.4534560923,3.1810009480
-0.0676810333,0.3463562911,1.4518326924,3.2148289680
-0.0669545742,0.3457541979,1.4504538969,3.2490119934
-0.0666551429,0.3458074268,1.4516616268,3.2837448120
-0.0665081791,0.3455274846,1.4514202477,3.3176348209
-0.0666850605,0.3451174133,1.4500278787,3.3515329361
-0.0671023381,0.3451310156,1.4502572821,3.3855419159
-0.0672941014,0.3451203938,1.4499960307,3.4199318886
-0.0674165921,0.3451223331,1.4497092781,3.4569709301
-0.0672047913,0.3452706935,1.4495978330,3.4908549786
-0.0664177910,0.3459341828,1.4512175827,3.5248978138
-0.0653456098,0.3457330794,1.4494592870,3.5592207909
-0.0645883432,0.3452884555,1.4462365165,3.5932109356
-0.0641591528,0.3456022146,1.4467215495,3.6271479130
-0.0637504596,0.3459535340,1.4474458408,3.6609787941
-0.0635882743,0.3460085498,1.4473878215,3.6953129768
