"-0.0908203125","-0.0625","0.0","0.0","0.0"
"-0.0908203125","-0.0673828125","0.0","0.0","0.0"
"-0.08984375","-0.0771484375","0.0","0.0","0.0"
"-0.091796875","-0.1005859375","0.0","0.0","0.0"
"-0.134765625","-0.0888671875","0.0","0.0","0.0"
"-0.1845703125","-0.0966796875","0.0","0.0","0.0"
"-0.1767578125","-0.1044921875","0.0","0.0","0.0"
"-0.1767578125","-0.1044921875","0.0","0.0","0.0"
"-0.1826171875","-0.1123046875","0.0","0.0","0.0"
"-0.1826171875","-0.1123046875","0.0","0.0","0.0"
"-0.2138671875","-0.1015625","0.0","0.0","0.0"
"-0.2138671875","-0.1015625","0.0","0.0","0.0"
"-0.2392578125","-0.09375","0.0","0.0","0.0"
"-0.2392578125","-0.09375","0.0","0.0","0.0"
"-0.1953125","-0.1064453125","0.0","0.0","0.0"
"-0.1953125","-0.1064453125","0.0","0.0","0.0"
"-0.1826171875","-0.1123046875","0.0","0.0","0.0"
"-0.1826171875","-0.1123046875","0.0","0.0","0.0"
"-0.1513671875","-0.1064453125","0.0","0.0","0.0"
"-0.1513671875","-0.1064453125","0.0","0.0","0.0"
"-0.1416015625","-0.1064453125","0.0","0.0","0.0"
"-0.1416015625","-0.1064453125","0.0","0.0","0.0"
"-0.1181640625","-0.0966796875","0.0","0.0","0.0"
"-0.1181640625","-0.0966796875","0.0","0.0","0.0"
"-0.1162109375","-0.0869140625","0.0","0.0","0.0"
"-0.1162109375","-0.0869140625","0.0","0.0","0.0"
"-0.1162109375","-0.0869140625","0.0","0.0","0.0"
"-0.1708984375","-0.0947265625","0.0","0.0","0.0"
"-0.1708984375","-0.0947265625","0.0","0.0","0.0"
"-0.1708984375","-0.0947265625","0.0","0.0","0.0"
"-0.1845703125","-0.1240234375","0.0","0.0","0.0"
"-0.1845703125","-0.1240234375","0.0","0.0","0.0"
"-0.1845703125","-0.1240234375","0.0","0.0","0.0"
"-0.1748046875","-0.0947265625","0.0","0.0","0.0"
"-0.1748046875","-0.0947265625","0.0","0.0","0.0"
"-0.1748046875","-0.0947265625","0.0","0.0","0.0"
"-0.1513671875","-0.0986328125","0.0","0.0","0.0"
"-0.1513671875","-0.0986328125","0.0","0.0","0.0"
"-0.1513671875","-0.0986328125","0.0","0.0","0.0"
"-0.1474609375","-0.0830078125","0.0","0.0","0.0"
"-0.1474609375","-0.0830078125","0.0","0.0","0.0"
"-0.1474609375","-0.0830078125","0.0","0.0","0.0"
"-0.1640625","-0.0751953125","0.0","0.0","0.0"
"-0.1640625","-0.0751953125","0.0","0.0","0.0"
"-0.1640625","-0.0751953125","0.0","0.0","0.0"
"-0.1640625","-0.0595703125","0.0","0.0","0.0"
"-0.1640625","-0.0595703125","0.0","0.0","0.0"
"-0.1640625","-0.0595703125","0.0","0.0","0.0"
"-0.15625","-0.0302734375","0.0","0.0","0.0"
"-0.15625","-0.0302734375","0.0","0.0","0.0"
"-0.15625","-0.0302734375","0.0","0.0","0.0"
"-0.15625","-0.0302734375","0.0","0.0","0.0"
"-0.15625","-0.0087890625","0.0","0.0","0.0"
"-0.15625","-0.0087890625","0.0","0.0","0.0"
"-0.15625","-0.0087890625","0.0","0.0","0.0"
"-0.15625","-0.0087890625","0.0","0.0","0.0"
"-0.1845703125","-0.0361328125","0.0","0.0","0.0"
"-0.1845703125","-0.0361328125","0.0","0.0","0.0"
"-0.1845703125","-0.0361328125","0.0","0.0","0.0"
"-0.1845703125","-0.0361328125","0.0","0.0","0.0"
"-0.1962890625","-0.0302734375","0.0","0.0","0.0"
"-0.1962890625","-0.0302734375","0.0","0.0","0.0"
"-0.1962890625","-0.0302734375","0.0","0.0","0.0"
"-0.1962890625","-0.0302734375","0.0","0.0","0.0"
