/base_pose_x,/base_pose_y,/ee_pose_x,/ee_pose_y,/cup1_pose_x,/cup1_pose_y,/box1_pose_x,/box1_pose_y,/cup2_pose_x,/cup2_pose_y,/box2_pose_x,/box2_pose_y,/left_hand_pose_x,/left_hand_pose_y,/right_hand_pose_x,/right_hand_pose_y,time
0.003881830084409046,-0.35724870824418675,0.2296835706594481,0.2231737419202047,-0.7464547110392624,0.4867111259611073,0.5317779611781964,0.05359982221416244,-0.6138671465103164,0.39339676923613,0.4818222814398049,-0.35281217224605704,0.09533489236901324,-0.11208941287877679,-0.22669873135114807,0.12215942854274657,1554685931.971233
0.0045647066489077695,-0.3534673491066297,0.2240719510586929,0.2290470906290596,-0.7467309923518166,0.48689796914598327,0.5311417217274983,0.053540157240104316,-0.6139381658346924,0.393438990953744,0.4819107535595652,-0.3529489690277459,0.09345055597946841,-0.10776944635742279,-0.22552491986526707,0.12600246713028893,1554685932.014918
-0.0019834200315875855,-0.324251932976971,0.1575167498817861,0.26416520844071256,-0.7462347809384349,0.48653466652555555,0.5311137526796903,0.053485256992659304,-0.6134927516224392,0.39315419903038984,0.4821037236129771,-0.3531889309141204,0.06277190335955447,-0.07621853219575021,-0.22598313789824206,0.14240850975212535,1554685932.313483
-0.003308049946511353,-0.32346328248457096,0.1487246941370707,0.2624731475529395,-0.7468772216177962,0.4869974237418482,0.5312946953729724,0.053526774821070724,-0.6136186302370062,0.39323630147415445,0.48243011484852055,-0.35333220550605793,0.059359255054009456,-0.07511860753649793,-0.22612960405313928,0.14384106798057517,1554685932.355677
-0.005278499129717349,-0.3222987269693485,0.1429575261994155,0.2609568973800603,-0.7467197538436017,0.48688726140755073,0.5309160511419408,0.05350528708262727,-0.6140584564058228,0.39350231866710617,0.48226292097523327,-0.3531907981206809,0.0556799085391648,-0.07348014813549694,-0.22618922537933728,0.14482173602774784,1554685932.398794
-0.007294524076981435,-0.32088969953459223,0.13998158267602034,0.2594994390832724,-0.7465776265901067,0.4867865012944588,0.5309554753042927,0.053549201264119106,-0.613309000471885,0.3930504546795957,0.48234239871030693,-0.3532052256483518,0.05315946739510972,-0.07258569901235887,-0.22633359359791871,0.1454940478649133,1554685932.441474
-0.011691597436179457,-0.3205097328338549,0.14271585639445644,0.2561912435041199,-0.7463547018650453,0.4865532383629777,0.5315120596045806,0.053363983457319526,-0.6137578922555816,0.39320683389673816,0.48231430532217845,-0.3534064282360724,0.050451164766093015,-0.07410771313680145,-0.22553953833832185,0.14464598607045717,1554685932.571466
-0.013078945154320397,-0.3220367596905976,0.14347800137922506,0.25463723897715884,-0.7464249614079846,0.486569756760281,0.5312802565697801,0.05333937451757233,-0.6136237690312276,0.3931297186613152,0.48219782908297093,-0.35337863603998865,0.05002977160385481,-0.07579672222512578,-0.22564705301976792,0.14437861453814227,1554685932.615726
-0.017574055740976376,-0.32623078121622573,0.1444769848357642,0.24883475121006646,-0.7463779913269868,0.4866063007044925,0.5316470329442717,0.05340456301891,-0.614133783746814,0.39352424051806073,0.482302090781902,-0.35336364560251077,0.047702869091898054,-0.08076590108080163,-0.226094898760481,0.14496489666709117,1554685932.70359
-0.0189650409218752,-0.3278679685916804,0.14448559284540238,0.2465541847524135,-0.746532771324498,0.4867278671701884,0.5308833461841272,0.05344391266408835,-0.6134188582329656,0.39310597090416516,0.4821252816644195,-0.3531858303718923,0.046993987745307865,-0.08250682287203598,-0.2265587198977313,0.14556989568701495,1554685932.745144
-0.020275953384630865,-0.3291273731107971,0.1447525782860264,0.24387282330497942,-0.746602593912929,0.4868037450951921,0.5307760009268031,0.05347582423604823,-0.6137805308790147,0.3933505044447083,0.48221355633441026,-0.35325406934391124,0.04636253288737106,-0.08423349074858717,-0.22707252255189295,0.14594891717299385,1554685932.787124
-0.022303484256370527,-0.33101336663796,0.14912766602559344,0.23984683279681823,-0.7467763328546195,0.48695069602222507,0.531139661451106,0.05358097506576556,-0.6138810982549938,0.3934446624239691,0.48218698907099344,-0.35309670590387,0.04727904448087828,-0.087230828628228,-0.22790829094453205,0.14600564953909803,1554685932.82752
-0.02320949802449926,-0.3318636101965538,0.1538091134785748,0.23862817450580262,-0.7467549669267174,0.48694578204576183,0.5308205241317615,0.05356066972898635,-0.6138287593593821,0.39338457324762083,0.48222081858179533,-0.35308698537977945,0.04761454615089397,-0.08875900220150977,-0.2280567546436158,0.14590186123073431,1554685932.871492
-0.024121919309332492,-0.3332530811857502,0.15604535919886792,0.23477156301062505,-0.7465226537130863,0.4867149428983292,0.5310134203108536,0.05351717621943741,-0.6139416986226799,0.3934030692225767,0.482330598868611,-0.3532109269703257,0.04741733744908813,-0.09044792080665404,-0.227980217235147,0.14582732453719657,1554685932.915458
-0.024831517853340968,-0.334422365478276,0.15588988074954355,0.23086710265831528,-0.7465970059787039,0.4867757558472065,0.5315211120246935,0.05351627713648534,-0.6137962743611205,0.3933108776385531,0.4821602496328062,-0.35316665259205343,0.04737528252588597,-0.09179384781337764,-0.2275890607431804,0.14571624401034386,1554685932.957663
-0.026568936241815503,-0.3372557903373386,0.15457201476993299,0.22829324652125543,-0.7464815318589825,0.4866421220141287,0.5315992833084601,0.053388045990235944,-0.6136204800063936,0.3931196381591094,0.4819571936392682,-0.35314499531246096,0.046595759310112936,-0.09537283473926839,-0.22606749292879816,0.14512175977835648,1554685933.001368
-0.027743744420930354,-0.338765748469058,0.1532395349763839,0.2275520011913588,-0.7461821858302593,0.4864381996412628,0.5322063073731453,0.053385010878855575,-0.6135090021001282,0.3930502626008662,0.48153973128179633,-0.35289621477532007,0.04536907856051066,-0.09613226161487616,-0.22498849747380456,0.14458384796870766,1554685933.047675
-0.03210517579817099,-0.3407438819876427,0.14650754637622268,0.2255898377176552,-0.7466547421496269,0.48684835954470784,0.5318669500685732,0.05348500972241973,-0.6135246441863147,0.3932071208216025,0.48212049158799686,-0.353184231232309,0.04093375965762019,-0.09825727034917336,-0.22141283675033446,0.14288759784648875,1554685933.173211
-0.033379685805507396,-0.340999624887917,0.14671745568900446,0.22356172911915598,-0.7466691739293735,0.48687736233347056,0.5318543092172422,0.05360193759387108,-0.6136937511703656,0.3932926528995922,0.4824121807806933,-0.3533464676132197,0.039833309038465006,-0.09925808045820093,-0.22116566309269642,0.14244004495899298,1554685933.257796
-0.033888091183825894,-0.34187450154022464,0.14720535346534142,0.22234657305153574,-0.7464992942785905,0.4867399042667585,0.530933310496115,0.05353803327617111,-0.6137843174499433,0.39336012247997465,0.4819212610328576,-0.35291520619616096,0.039560995040755456,-0.09981550064557947,-0.2213910604333357,0.14258479979302627,1554685933.30143
-0.03483570634185942,-0.3434723226621264,0.148992804900555,0.21975849910248474,-0.7465364396662915,0.4867241670311712,0.5318940121316601,0.05354556842397514,-0.613783909378014,0.3933301943447002,0.48249208779066666,-0.3533729723446504,0.04007254997484356,-0.1019981092927391,-0.2217595170216278,0.14317952431700406,1554685933.348517
-0.035282413885396983,-0.3444995216659355,0.15089808270579183,0.21861865636236807,-0.7464380729886292,0.48661442182899983,0.5315790462057827,0.05346003120516027,-0.6136529139422303,0.3931810833109232,0.4818870673830038,-0.35305623730959235,0.04025856879635633,-0.10295814656644967,-0.22194860824524165,0.1433111612176547,1554685933.39041
-0.035823329077303706,-0.3453583786136192,0.15246179392703468,0.21719288195110434,-0.7465967436306837,0.4867069018235642,0.5310698090679982,0.053287775621504,-0.6135191185974561,0.3930758934541493,0.48207645746888456,-0.3532041158356446,0.04051587680311324,-0.10444436860384983,-0.2219818629231903,0.14321115647886468,1554685933.437649
-0.03630984192087583,-0.34628643603535786,0.15394049503371002,0.21559723751439314,-0.7464234793928934,0.48658471846974566,0.5317528070672255,0.053373199414892145,-0.6134956611170305,0.3930240908015409,0.48268936994383155,-0.35369417325802377,0.041160694886216445,-0.10603181032186242,-0.22189604177891814,0.1429838707548213,1554685933.480666
-0.03753955318208315,-0.34954869966062035,0.1567287859366645,0.21055359473984617,-0.7468604680600069,0.48692664440521066,0.5319039619940603,0.053395569660144304,-0.6138727777445363,0.3933337354054568,0.4824475137317854,-0.35348889103670655,0.041295033029581485,-0.10893247150075376,-0.2217240364911194,0.14221810654527875,1554685933.565212
-0.03832764200292125,-0.3512467199758147,0.15714434997799456,0.2085034745285312,-0.746729546103542,0.486881973994484,0.5311640569186687,0.05347392402203512,-0.6139181993654664,0.39340466637332033,0.481639229911461,-0.3528232393103701,0.04110981145176716,-0.11107309382724628,-0.22129257524990803,0.14167565600651036,1554685933.651647
-0.040145547616732176,-0.3530403594506386,0.15684286406465298,0.20659465463526638,-0.7463420003386209,0.4866500286714702,0.5311774844845324,0.053588425051375455,-0.6137643504334448,0.39334239050110936,0.4824062787848328,-0.35319546596011936,0.03986477560684466,-0.1132600268257416,-0.22060747932081592,0.14111169007563876,1554685933.738549
-0.04050809545506266,-0.3531234883700241,0.15596067478737372,0.20597764855842693,-0.7464679868620385,0.48674760734282535,0.5310120956799246,0.05354641439120864,-0.6139676913138359,0.39347366871327605,0.4827763148887455,-0.35354427298190094,0.039282377765133776,-0.11305969048428482,-0.22038972378003302,0.14098524892985026,1554685933.78068
-0.04072258750378819,-0.353235177020485,0.15485845120334965,0.20516820300770916,-0.746141572144993,0.4864620635329086,0.5318323150545488,0.05350340931774284,-0.6135930147817612,0.39317717454428286,0.4822762611858502,-0.35328063045324165,0.03904512838047209,-0.11325250199302361,-0.22031061698689303,0.14099335612102973,1554685933.823168
-0.043463567360228425,-0.35393260989893177,0.1513758271270419,0.20383999770858158,-0.7467374749263751,0.48680806803752824,0.5315263631581708,0.05336441801492806,-0.6135336532477407,0.3930909924299364,0.4819465976299993,-0.3532043682963035,0.03633686789453617,-0.11477786961730271,-0.21834581371087364,0.14097504423601195,1554685933.994632
-0.0443610938995369,-0.353509350801529,0.14963048288882255,0.20383855010427893,-0.7466128635394642,0.4868039685513681,0.531352776768389,0.05344134167291888,-0.6136046470203723,0.3931764585744655,0.4818787082153097,-0.35302896787178345,0.03468670390663593,-0.11376644584361782,-0.218062411514721,0.14024734137442574,1554685934.036261
-0.04473171258473162,-0.3532366536026721,0.14826603952136477,0.2038592017306507,-0.7469908182122761,0.4871290013493587,0.5311325346607938,0.05351891228330902,-0.6139309684079833,0.39348044740113447,0.4820467394200902,-0.3530730234643731,0.03426882068078544,-0.11376441474825354,-0.21824492060912615,0.1401511110163368,1554685934.078179
-0.045211161842020585,-0.3529087941160462,0.14745243206396158,0.20447372835675015,-0.7464129442701415,0.48670026105749253,0.5311293398546231,0.05354897924087107,-0.6136774513172014,0.3932591797329132,0.48215334090047346,-0.353128382232993,0.03371351933564702,-0.11398970734411681,-0.21868825402674266,0.14018962367768412,1554685934.120692
-0.045633414366354166,-0.35267400037789487,0.14667218681322422,0.2047991138008615,-0.7465353710978431,0.4867974830343696,0.5315349233793777,0.05360186549344966,-0.6137961918305559,0.3933747170164813,0.4826654486202604,-0.3534597521198422,0.032897999990667816,-0.11356429207840063,-0.21913829949951832,0.14037688595017883,1554685934.161132
-0.04597505512914728,-0.35241195039448536,0.1453373495802166,0.20473015179075296,-0.7466154152144703,0.4868609372806437,0.5307464549451925,0.05351854456693571,-0.6140262773480908,0.39350373549395834,0.4822269184733951,-0.35316086429627846,0.03236455789154949,-0.11350699707375375,-0.21948508552044574,0.14062889652199742,1554685934.205081
-0.046423721788019214,-0.3522416705261155,0.1450948214307657,0.20601094527619418,-0.7465639896336043,0.4867187014129327,0.5312538308522395,0.05349951570893394,-0.613492238341081,0.39310638247583307,0.48266921859654244,-0.35352623977089875,0.032130897131242196,-0.11322308887225424,-0.21963493071711315,0.14079713688890955,1554685934.246798
-0.04655165344401057,-0.35227776104110986,0.145641735045996,0.2058973359322627,-0.7461705518394453,0.48645467338590836,0.5315606614280965,0.05342699997068592,-0.6137855809282375,0.3932759988440283,0.4821067274456898,-0.353211613583073,0.032026496090498416,-0.11325554604003862,-0.2194652623764176,0.14058625842750935,1554685934.289066
-0.046667490224701645,-0.35219896018886726,0.14565153405523393,0.20533893169949943,-0.7465242614945079,0.4866203870408027,0.5313166241033055,0.05332999061863694,-0.6133142933735107,0.39293152217900945,0.4822699314181453,-0.3533801594095618,0.03207376938884404,-0.11334620937568964,-0.2192515667667494,0.14035329528062615,1554685934.331106
-0.04681629707928281,-0.3522541578236354,0.14574570784189325,0.20523766226148726,-0.7465951612977536,0.4866809550661365,0.5314152336956607,0.05329804268181549,-0.6139361063398491,0.39330961244710305,0.4824738481319073,-0.3535125178494905,0.032005594060393154,-0.113426612752217,-0.219019128832894,0.14023785096546776,1554685934.375797
