-6.574168199999999573e-02,-4.578336720000000248e-01,-5.220372564249999847e-01
1.777115500000000028e-02,-4.336087399999999925e-01,-5.220372564249999847e-01
1.037002749999999945e-01,-3.971009609999999745e-01,-5.220372564249999847e-01
1.272662489999999980e-01,-3.540453920000000143e-01,-5.220372564249999847e-01
1.547311249999999971e-01,-2.500532719999999931e-01,-5.220372564249999847e-01
2.426250100000000021e-01,-2.180195400000000117e-01,-5.220372564249999847e-01
3.042136249999999875e-01,-2.755952899999999928e-01,-5.220372564249999847e-01
3.516174149999999887e-01,-1.348715149999999974e-01,-5.220372564249999847e-01
3.203763840000000140e-01,3.634620400000000001e-02,-5.220372564249999847e-01
2.284190229999999988e-01,1.874885950000000079e-01,-5.220372564249999847e-01
1.308209479999999925e-01,2.178312789999999888e-01,-5.220372564249999847e-01
2.171694600000000086e-02,8.600810899999999926e-02,-5.220372564249999847e-01
-5.540875800000000240e-02,1.070175889999999963e-01,-5.220372564249999847e-01
-9.085648200000000230e-02,1.696159540000000132e-01,-5.220372564249999847e-01
-1.606798620000000066e-01,1.255136320000000139e-01,-5.220372564249999847e-01
-3.123756930000000098e-01,9.022497899999999682e-02,-5.220372564249999847e-01
-4.180083050000000244e-01,-5.347326599999999847e-02,-5.220372564249999847e-01
-3.960664269999999987e-01,-1.598524149999999977e-01,-5.220372564249999847e-01
-2.147968929999999887e-01,-1.790300270000000082e-01,-5.220372564249999847e-01
-2.023933450000000023e-01,-2.126668429999999943e-01,-5.220372564249999847e-01
-2.108012700000000128e-01,-2.911077169999999881e-01,-5.220372564249999847e-01
-3.010474300000000047e-01,-3.565123980000000081e-01,-5.220372564249999847e-01
-1.342004129999999906e-01,-2.932929369999999758e-01,-5.220372564249999847e-01
-2.413617700000000171e-02,-3.209273999999999738e-01,-5.220372564249999847e-01
5.570884400000000042e-02,-3.567644280000000223e-01,-5.220372564249999847e-01
9.101051000000000279e-02,-3.722440879999999730e-01,-5.220372564249999847e-01
-6.574168199999999573e-02,-4.578336720000000248e-01,-5.220372564249999847e-01
-2.523083500000000007e-02,-5.566120279999999809e-01,-4.664542152749999726e-01
4.925607500000000333e-02,-4.851478490000000199e-01,-4.664542152749999726e-01
1.037002749999999945e-01,-3.971009609999999745e-01,-4.664542152749999726e-01
1.610127010000000081e-01,-3.917889079999999913e-01,-4.664542152749999726e-01
2.138420239999999917e-01,-4.348270000000000191e-01,-4.664542152749999726e-01
2.918944459999999741e-01,-4.786565170000000036e-01,-4.664542152749999726e-01
3.705861260000000157e-01,-4.222112800000000221e-01,-4.664542152749999726e-01
4.190406500000000145e-01,-2.621179759999999748e-01,-4.664542152749999726e-01
4.355212740000000138e-01,-2.548354239999999771e-01,-4.664542152749999726e-01
4.128220100000000170e-01,-1.621737600000000001e-01,-4.664542152749999726e-01
4.574073029999999873e-01,-1.320139549999999884e-01,-4.664542152749999726e-01
4.940138920000000100e-01,-1.634658029999999929e-01,-4.664542152749999726e-01
4.677152549999999964e-01,-1.349534930000000077e-01,-4.664542152749999726e-01
4.507856419999999864e-01,-6.461071599999999859e-02,-4.664542152749999726e-01
4.513613419999999987e-01,-7.129120000000000075e-04,-4.664542152749999726e-01
4.284788849999999760e-01,4.683375599999999722e-02,-4.664542152749999726e-01
3.815764139999999749e-01,5.987953399999999815e-02,-4.664542152749999726e-01
3.381852049999999887e-01,1.117326180000000058e-01,-4.664542152749999726e-01
3.947561359999999797e-01,1.626625120000000091e-01,-4.664542152749999726e-01
3.640454049999999886e-01,1.770657360000000013e-01,-4.664542152749999726e-01
2.991743130000000250e-01,1.935334900000000025e-01,-4.664542152749999726e-01
2.284190229999999988e-01,1.874885950000000079e-01,-4.664542152749999726e-01
1.308209479999999925e-01,2.178312789999999888e-01,-4.664542152749999726e-01
2.658543099999999965e-02,2.208579159999999875e-01,-4.664542152749999726e-01
-1.062803099999999959e-02,2.964228529999999862e-01,-4.664542152749999726e-01
-6.545086099999999907e-02,2.947318460000000195e-01,-4.664542152749999726e-01
-1.825642500000000112e-01,3.032430320000000235e-01,-4.664542152749999726e-01
-2.190612369999999920e-01,2.892530709999999727e-01,-4.664542152749999726e-01
-2.910469709999999877e-01,1.888229250000000026e-01,-4.664542152749999726e-01
-3.508251519999999735e-01,1.669781909999999980e-01,-4.664542152749999726e-01
-4.455486200000000063e-01,2.034057400000000015e-01,-4.664542152749999726e-01
-4.304965700000000228e-01,4.814892900000000003e-02,-4.664542152749999726e-01
-4.928199779999999919e-01,2.172460000000000016e-02,-4.664542152749999726e-01
-5.376586800000000554e-01,-6.979014899999999577e-02,-4.664542152749999726e-01
